userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
benniDusen4954,benniDusen4954,NY,Riverhead Senior High School,Riverhead,NY,2.8,2024,Music Theory,Geology,640,650,32,30,29,24,22,670,670,610,630,650,610,650,650,650,0
anna-dianeFidelity4300,anna-dianeFidelity4300,NY,Sachem High School East,Farmingville,NY,3.3,2024,History,Art History,720,700,26,24,33,22,21,630,670,700,660,690,690,640,690,680,3
dorisRabin8419,dorisRabin8419,NY,Connetquot High School,Bohemia,NY,3.3,2024,Geology,Chemistry,650,740,27,30,33,31,26,740,680,650,730,690,770,700,710,680,4
blissSavil8977,blissSavil8977,NY,Comsewogue High School,Port Jefferson Sta,NY,1.7,2024,Computer Science,Art History,350,360,14,15,14,14,16,360,390,410,410,360,370,410,420,440,0
diannaGiverin7935,diannaGiverin7935,NY,Northport Senior High School,Northport,NY,2.8,2024,Music Theory,Computer Science,650,650,26,26,29,30,26,700,660,720,670,670,650,630,700,710,2
winniRoderich9248,winniRoderich9248,NY,Lindenhurst Senior High School,Lindenhurst,NY,3.0,2024,Computer Science,Geology,640,670,24,29,30,30,32,690,660,680,650,670,620,670,630,670,6
jessiDemodena4170,jessiDemodena4170,NY,Mattituck Junior Senior High School,Mattituck,NY,3.2,2024,Computer Science,Art History,710,750,28,33,30,30,26,730,780,770,720,770,760,760,730,740,0
zondraEsch6445,zondraEsch6445,NY,West Islip Senior High School,West Islip,NY,3.1,2024,Music Theory,Political Science,630,590,23,20,24,25,20,610,580,620,620,590,560,570,610,620,2
loletaArad6294,loletaArad6294,NY,Brentwood High School,Brentwood,NY,3.2,2024,Music Theory,Computer Science,700,660,26,23,28,29,31,650,670,620,600,660,670,650,680,650,3
melamieRow9723,melamieRow9723,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.2,2024,Biology,Computer Science,710,670,32,29,27,28,33,680,730,690,710,710,720,760,660,680,7
billTeage1448,billTeage1448,NY,Ward Melville Senior High School,East Setauket,NY,2.8,2024,History,Computer Science,590,640,24,25,24,27,24,650,600,560,620,580,560,620,700,590,4
dioneRoswald5592,dioneRoswald5592,NY,Islip High School,Islip,NY,2.4,2024,Art History,Computer Science,580,630,27,27,26,22,27,600,530,510,600,590,580,610,630,610,1
bobetteToulon9654,bobetteToulon9654,NY,Mount Sinai High School,Mount Sinai,NY,2.3,2024,Geology,Political Science,500,510,21,24,15,25,22,520,550,490,470,520,520,510,500,510,7
estelleDurant4963,estelleDurant4963,NY,Sayville High School,West Sayville,NY,2.4,2024,Biology,Political Science,600,570,22,19,20,27,23,560,530,600,620,540,570,590,570,620,3
valrySherilyn3600,valrySherilyn3600,NY,Mattituck Junior Senior High School,Mattituck,NY,2.9,2024,Art History,Political Science,590,660,25,23,27,30,26,610,600,640,650,640,660,660,620,630,0
demetraJacqui2478,demetraJacqui2478,NY,Patchogue Medford High School,Medford,NY,2.6,2024,Art History,Geology,520,500,23,24,19,19,23,580,560,530,560,510,570,510,520,560,6
anneHaldane4575,anneHaldane4575,NY,Islip High School,Islip,NY,3.0,2024,Physics,Computer Science,610,700,30,24,26,25,24,620,660,640,670,630,640,640,650,630,4
ermengardeEmmey5632,ermengardeEmmey5632,NY,Half Hollow Hills High School East,Dix Hills,NY,2.7,2024,Mathematics,Chemistry,670,730,25,22,28,22,29,720,640,670,660,640,680,660,670,640,5
dennyBelva8873,dennyBelva8873,NY,Rocky Point High School,Rocky Point,NY,3.4,2024,Physics,Political Science,720,670,26,27,30,29,29,700,730,730,710,750,740,680,690,680,1
bonnibelleRichards2251,bonnibelleRichards2251,NY,Riverhead Senior High School,Riverhead,NY,2.0,2024,Mathematics,Music Theory,540,520,20,21,18,20,16,490,560,510,560,520,480,550,480,530,6
anthiathiaLundin7479,anthiathiaLundin7479,NY,John H Glenn High School,Elwood,NY,3.3,2024,History,Art History,740,710,27,35,31,33,27,710,710,710,740,720,690,720,750,700,1
binniErrol8093,binniErrol8093,NY,St John the Baptist Diocesan High School,West Islip,NY,2.6,2024,Art History,Geology,510,510,20,15,23,23,21,550,500,580,570,550,540,540,540,570,5
alaineBobbee6420,alaineBobbee6420,NY,Riverhead Senior High School,Riverhead,NY,3.2,2024,Computer Science,Physics,590,670,25,26,23,26,19,640,650,660,640,660,660,620,690,640,9
cristaPeper2467,cristaPeper2467,NY,Wyandanch Memorial High School,Wyandanch,NY,2.9,2024,Art History,Political Science,630,660,24,21,25,26,29,610,680,650,680,650,640,570,680,620,9
bergetFeinleib9769,bergetFeinleib9769,NY,East Hampton High School,East Hampton,NY,2.2,2024,Political Science,Chemistry,560,530,19,23,27,19,21,520,560,590,570,530,540,580,590,510,2
dannaMcGruter9890,dannaMcGruter9890,NY,Newfield High School,Selden,NY,3.1,2024,Geology,Mathematics,700,710,31,33,28,22,29,680,690,690,710,690,710,700,780,690,1
caitrinEmeline9235,caitrinEmeline9235,NY,The Stony Brook School,Stony Brook,NY,3.3,2024,History,Art History,760,780,30,28,31,25,36,720,710,780,760,720,710,740,680,700,2
katherinaWeil1444,katherinaWeil1444,NY,Patchogue Medford High School,Medford,NY,2.3,2024,Mathematics,Computer Science,430,510,19,11,19,17,20,520,470,480,480,450,450,480,480,470,0
paulineToole5636,paulineToole5636,NY,West Islip Senior High School,West Islip,NY,3.4,2024,History,Chemistry,690,710,33,25,25,25,30,730,700,640,720,680,740,690,670,710,6
carmenClorinde2909,carmenClorinde2909,NY,John H Glenn High School,Elwood,NY,2.4,2024,Biology,Chemistry,470,480,17,20,20,18,18,460,480,490,470,460,470,470,530,470,9
kathieDaveen1467,kathieDaveen1467,NY,Harborfields High School,Greenlawn,NY,3.4,2024,Art History,Geology,790,740,30,33,30,33,33,740,770,750,720,690,750,780,750,780,0
luceSolange2210,luceSolange2210,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.1,2024,Chemistry,Mathematics,530,450,21,17,17,22,18,450,520,490,500,480,500,470,510,520,3
ingeborgBallinger279,ingeborgBallinger279,NY,Comsewogue High School,Port Jefferson Sta,NY,3.1,2024,Biology,Art History,760,780,26,33,25,35,32,770,760,760,770,740,770,740,740,790,5
edithBreeze3315,edithBreeze3315,NY,Mattituck Junior Senior High School,Mattituck,NY,2.7,2024,Biology,Music Theory,780,740,31,34,33,31,34,740,750,770,760,790,780,770,720,750,0
catrinaDickerson7898,catrinaDickerson7898,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.9,2024,Physics,Geology,550,580,32,31,22,20,21,590,660,600,530,610,520,570,650,580,4
nettyHarvard949,nettyHarvard949,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.6,2024,Mathematics,History,640,620,23,26,22,23,22,590,550,590,610,630,570,580,620,610,0
allynTews6654,allynTews6654,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.3,2024,Biology,Geology,660,640,26,26,26,28,29,670,700,680,630,750,650,730,640,710,1
mehetabelOlpe4499,mehetabelOlpe4499,NY,North Babylon High School,North Babylon,NY,1.9,2024,History,Art History,470,430,17,19,19,15,16,420,430,490,560,440,520,480,470,450,4
pearlaDarrow3256,pearlaDarrow3256,NY,Patchogue Medford High School,Medford,NY,2.7,2024,Geology,Chemistry,700,590,31,32,24,23,28,650,640,610,670,650,600,610,600,630,0
dauneGirand3714,dauneGirand3714,NY,Harborfields High School,Greenlawn,NY,2.4,2024,Art History,Physics,470,540,22,20,16,23,21,530,550,540,560,580,520,550,520,490,3
rafaeliaNathaniel7810,rafaeliaNathaniel7810,NY,Longwood High School,Middle Island,NY,2.2,2024,Chemistry,Computer Science,410,460,15,15,18,19,15,470,480,440,370,410,500,460,450,410,2
noellParadies6221,noellParadies6221,NY,Wyandanch Memorial High School,Wyandanch,NY,2.7,2024,History,Music Theory,640,660,20,25,28,24,26,650,640,650,650,730,640,650,640,600,1
odessaPolly3893,odessaPolly3893,NY,Smithtown High School   Western Campus,Smithtown,NY,3.5,2024,Music Theory,History,740,720,34,29,32,29,28,720,730,700,800,780,720,740,730,740,4
cindraKinsler2919,cindraKinsler2919,NY,Longwood High School,Middle Island,NY,2.9,2024,Political Science,Music Theory,570,590,25,29,26,26,22,630,580,660,630,540,580,660,650,560,9
marieannRosy9401,marieannRosy9401,NY,William Floyd High School,Mastic Beach,NY,3.1,2024,Biology,Physics,700,750,30,28,26,25,26,680,710,700,700,690,690,690,750,690,3
alviraMartinez925,alviraMartinez925,NY,Northport Senior High School,Northport,NY,3.4,2024,Physics,History,720,760,27,28,28,29,28,700,690,720,720,750,600,720,680,710,4
evvieSamuelson4223,evvieSamuelson4223,NY,Center Moriches High School,Center Moriches,NY,3.3,2024,Mathematics,Biology,690,720,24,34,25,24,25,680,650,650,650,670,670,640,680,710,5
tedraBakeman7080,tedraBakeman7080,NY,The Stony Brook School,Stony Brook,NY,2.4,2024,Chemistry,Physics,520,520,19,20,16,18,17,430,500,480,520,470,500,490,500,510,0
tiphaniZetana2803,tiphaniZetana2803,NY,Deer Park High School,Deer Park,NY,2.7,2024,Chemistry,Mathematics,520,500,25,25,20,16,17,500,510,560,500,560,520,530,520,550,6
leighPalmore6116,leighPalmore6116,NY,Huntington High School,Huntington,NY,2.2,2024,Chemistry,History,590,560,22,20,20,28,20,550,540,530,590,590,540,550,540,610,1
ardraMateo7225,ardraMateo7225,NY,The Stony Brook School,Stony Brook,NY,2.1,2024,Music Theory,Biology,480,430,17,10,22,26,17,510,500,460,510,500,510,490,480,480,3
giudittaSaeger9464,giudittaSaeger9464,NY,Ross School,East Hampton,NY,2.6,2024,Political Science,Geology,590,590,23,20,25,26,29,630,560,590,570,600,600,620,580,610,5
kassandraBluefarb1248,kassandraBluefarb1248,NY,Ward Melville Senior High School,East Setauket,NY,3.0,2024,Physics,Biology,700,590,31,28,25,23,30,640,630,640,620,640,640,690,610,660,8
charlenaRush1026,charlenaRush1026,NY,Hauppauge High School,Hauppauge,NY,2.9,2024,Geology,Mathematics,610,540,28,18,19,18,23,530,580,610,520,600,550,590,530,560,1
judithaLou3607,judithaLou3607,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.8,2024,History,Art History,610,620,20,20,22,19,29,540,600,530,580,580,550,510,520,550,1
robinaSheryl5634,robinaSheryl5634,NY,Patchogue Medford High School,Medford,NY,2.3,2024,History,Mathematics,560,550,21,22,22,20,20,590,560,520,560,590,560,520,570,550,7
margaritaNunci3577,margaritaNunci3577,NY,Comsewogue High School,Port Jefferson Sta,NY,2.2,2024,Music Theory,Chemistry,460,520,18,17,14,13,17,490,470,450,460,520,540,470,500,490,9
brennGuntar3642,brennGuntar3642,NY,Centereach High School,Centereach,NY,2.1,2024,Computer Science,Chemistry,550,620,25,23,17,27,20,640,580,590,540,570,640,570,540,550,1
jobeyChilds7815,jobeyChilds7815,NY,Southampton High School,Southampton,NY,2.6,2024,History,Computer Science,570,590,22,27,22,19,25,580,560,550,570,610,600,520,590,590,7
robinLeitman7908,robinLeitman7908,NY,Connetquot High School,Bohemia,NY,2.9,2024,Chemistry,Computer Science,610,630,27,26,23,24,28,610,600,610,630,590,610,570,590,560,0
blondellSibby6876,blondellSibby6876,NY,Smithtown High School East,Saint James,NY,2.2,2024,Biology,Physics,580,560,20,23,20,26,23,570,620,580,560,570,590,610,550,570,0
reneeRianna6803,reneeRianna6803,NY,Pierson Middle High School,Sag Harbor,NY,2.7,2024,Physics,Computer Science,670,700,29,28,26,28,28,660,610,650,700,610,640,610,620,630,3
kaseyMaddi9649,kaseyMaddi9649,NY,Walter G Oconnell Copiague High School,Copiague,NY,2.0,2024,Music Theory,Geology,480,530,21,25,20,17,23,480,510,550,460,500,500,560,580,560,2
marjeMaggee2701,marjeMaggee2701,NY,Kings Park High School,Kings Park,NY,2.1,2024,Mathematics,Geology,480,540,23,19,17,20,20,550,490,550,500,550,530,550,520,510,4
esmaOlenka7938,esmaOlenka7938,NY,Rocky Point High School,Rocky Point,NY,3.3,2024,Chemistry,Geology,770,750,34,35,33,31,36,720,770,770,720,730,750,740,800,770,9
fiannaKlute9709,fiannaKlute9709,NY,Comsewogue High School,Port Jefferson Sta,NY,2.9,2024,Computer Science,Political Science,650,600,28,27,28,26,24,690,700,720,700,700,720,680,680,690,9
pearlaKamilah7794,pearlaKamilah7794,NY,Sayville High School,West Sayville,NY,2.3,2024,Biology,Geology,580,590,26,23,27,22,21,620,600,630,580,580,570,620,540,600,0
ashienPetronilla686,ashienPetronilla686,NY,Kings Park High School,Kings Park,NY,3.3,2024,Art History,Physics,680,720,31,28,32,26,27,720,700,700,730,740,680,730,680,690,6
miof melaThomey1192,miof melaThomey1192,NY,Connetquot High School,Bohemia,NY,3.5,2024,Biology,Geology,690,760,29,26,27,33,30,710,740,710,710,710,720,760,730,680,4
cristaChretien1447,cristaChretien1447,NY,Mount Sinai High School,Mount Sinai,NY,3.0,2024,Political Science,Geology,640,610,28,26,28,20,29,610,580,630,650,640,620,630,680,630,7
estaCaddric696,estaCaddric696,NY,Smithtown Christian School,Smithtown,NY,3.1,2024,Biology,Chemistry,650,610,26,24,28,26,32,620,600,630,580,640,650,650,640,660,5
lichaTurino2023,lichaTurino2023,NY,Sayville High School,West Sayville,NY,3.4,2024,Chemistry,Physics,740,750,30,34,36,31,36,780,730,780,770,750,800,760,740,720,5
kyrstinPhelps8968,kyrstinPhelps8968,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.3,2024,Physics,Mathematics,740,740,27,32,32,28,32,770,770,700,770,760,740,770,700,730,6
desiriTatianas2490,desiriTatianas2490,NY,Lindenhurst Senior High School,Lindenhurst,NY,2.4,2024,Chemistry,Mathematics,520,610,19,18,17,19,21,610,580,520,580,560,580,610,590,580,2
julissaHedvig899,julissaHedvig899,NY,Harborfields High School,Greenlawn,NY,3.1,2024,Art History,Mathematics,710,740,31,36,27,29,31,670,710,710,670,700,690,750,720,760,4
emmaMyna6809,emmaMyna6809,NY,Huntington High School,Huntington,NY,2.9,2024,Political Science,Computer Science,590,550,21,21,22,18,23,610,590,630,560,590,590,530,550,540,1
meridelSibie4893,meridelSibie4893,NY,Half Hollow Hills High School West,Dix Hills,NY,3.1,2024,Geology,Computer Science,680,740,29,34,30,30,33,730,760,770,700,750,740,760,800,640,8
shawnDonalt9543,shawnDonalt9543,NY,Hampton Bays High School,Hampton Bays,NY,2.7,2024,History,Chemistry,550,560,25,22,18,28,24,560,510,590,610,610,600,610,590,600,3
terraHelenka5641,terraHelenka5641,NY,Smithtown High School   Western Campus,Smithtown,NY,2.7,2024,Biology,Physics,610,610,22,25,24,32,29,620,650,620,620,610,680,670,630,690,1
charmianCampney3217,charmianCampney3217,NY,Saint Anthonys High School,Huntington Station,NY,2.8,2024,Biology,History,630,600,25,22,23,27,27,590,580,620,650,660,660,660,640,600,0
darciBaron7187,darciBaron7187,NY,Islip High School,Islip,NY,2.9,2024,Mathematics,Music Theory,620,570,26,26,26,21,27,610,660,670,600,640,640,640,640,580,0
mehetabelHayton7023,mehetabelHayton7023,NY,Harborfields High School,Greenlawn,NY,3.1,2024,Physics,Biology,730,700,26,27,30,27,22,630,700,680,720,680,670,700,710,730,3
julianaCarthy8728,julianaCarthy8728,NY,Kings Park High School,Kings Park,NY,3.7,2024,Political Science,Computer Science,700,730,22,30,25,26,36,730,770,680,740,740,730,730,760,690,7
kamilaZanze9641,kamilaZanze9641,NY,Shoreham Wading River High School,Shoreham,NY,3.1,2024,Political Science,Biology,770,730,32,31,28,30,30,720,780,750,720,800,750,760,700,720,0
chelsieGoulden2843,chelsieGoulden2843,NY,Southampton High School,Southampton,NY,2.8,2024,Geology,Chemistry,590,570,30,27,24,19,26,630,630,620,650,600,600,660,600,660,0
doraliaGrossman3303,doraliaGrossman3303,NY,Northport Senior High School,Northport,NY,3.0,2024,Art History,Chemistry,670,690,27,25,21,24,24,600,610,570,670,630,620,660,600,670,3
bobbyeTareyn1416,bobbyeTareyn1416,NY,Patchogue Medford High School,Medford,NY,2.5,2024,Art History,Biology,570,600,24,25,24,25,25,580,590,630,650,580,580,580,610,590,0
ardellaCalmas5768,ardellaCalmas5768,NY,Eastport South Manor Junior Senior High School,Manorville,NY,2.7,2024,Biology,Art History,650,660,27,29,25,24,28,700,660,730,670,630,610,670,570,670,5
ardineMerle3701,ardineMerle3701,NY,Hauppauge High School,Hauppauge,NY,2.5,2024,Biology,Geology,580,580,21,20,21,26,21,630,580,590,570,600,610,650,610,580,0
evangelinaPlante3235,evangelinaPlante3235,NY,Earl L Vandermeulen High School,Port Jefferson,NY,3.1,2024,Physics,History,720,690,31,28,30,27,28,690,700,740,690,730,700,710,760,700,8
eulalieIkkela8002,eulalieIkkela8002,NY,Hauppauge High School,Hauppauge,NY,3.5,2024,Art History,Geology,680,720,29,29,23,27,30,720,690,690,700,740,750,690,710,730,3
sandyEdea8823,sandyEdea8823,NY,Comsewogue High School,Port Jefferson Sta,NY,2.2,2024,History,Biology,610,520,23,24,21,22,24,530,560,510,560,550,590,600,570,550,4
sueHound448,sueHound448,NY,Newfield High School,Selden,NY,2.7,2024,Political Science,Biology,620,600,24,25,22,26,25,560,620,610,550,550,570,590,580,620,6
flssEmory7932,flssEmory7932,NY,Islip High School,Islip,NY,2.9,2024,Physics,Geology,620,590,24,26,25,33,21,640,700,610,660,630,600,680,650,600,3
nicholViv1849,nicholViv1849,NY,East Hampton High School,East Hampton,NY,2.6,2024,Music Theory,Computer Science,580,600,20,24,24,23,24,580,560,570,600,620,620,560,590,550,0
lineaHough5772,lineaHough5772,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,2.7,2024,Political Science,Chemistry,570,640,25,27,23,25,25,600,610,590,630,570,590,610,590,630,4
jeannieTibbetts8023,jeannieTibbetts8023,NY,North Babylon High School,North Babylon,NY,3.2,2024,Art History,Political Science,760,690,35,30,31,34,30,750,730,730,780,760,800,770,730,740,7
brandiseSwift937,brandiseSwift937,NY,Kings Park High School,Kings Park,NY,2.7,2024,Political Science,History,630,630,21,32,26,28,26,650,610,570,570,630,610,580,580,540,5
kevynSandie4846,kevynSandie4846,NY,Greenport High School,Greenport,NY,2.4,2024,Mathematics,History,530,480,26,22,17,13,21,470,500,490,540,570,470,480,490,500,7
dorthyCaesaria6557,dorthyCaesaria6557,NY,Shoreham Wading River High School,Shoreham,NY,3.0,2024,Art History,Computer Science,660,650,22,24,29,25,33,690,680,660,620,640,640,640,690,710,7
jannelFlossi7884,jannelFlossi7884,NY,William Floyd High School,Mastic Beach,NY,2.9,2024,Physics,Geology,700,650,35,29,27,29,30,720,690,690,650,770,610,740,690,710,3
branaRoos1274,branaRoos1274,NY,Smithtown High School East,Saint James,NY,2.9,2024,Physics,Biology,650,650,27,27,34,28,27,670,660,680,680,700,700,650,660,710,8
guillemetteMorvin1568,guillemetteMorvin1568,NY,Hampton Bays High School,Hampton Bays,NY,3.6,2024,Chemistry,Biology,780,790,35,36,32,26,33,750,800,750,750,730,730,780,800,720,5
flossieLarentia2982,flossieLarentia2982,NY,Kings Park High School,Kings Park,NY,2.4,2024,Computer Science,Biology,560,620,23,24,24,28,28,600,600,580,590,590,600,620,630,570,4
bernadinaDenman26,bernadinaDenman26,NY,West Islip Senior High School,West Islip,NY,3.9,2024,Geology,Mathematics,760,800,33,34,32,32,33,770,740,760,780,780,770,730,800,770,6
pamAvrit3036,pamAvrit3036,NY,John H Glenn High School,Elwood,NY,3.6,2024,Chemistry,Computer Science,760,760,33,35,31,30,29,710,750,800,790,800,770,800,690,790,2
frankyRora5680,frankyRora5680,NY,William Floyd High School,Mastic Beach,NY,2.7,2024,Music Theory,Chemistry,560,590,28,23,26,27,23,560,570,590,570,540,570,580,530,550,1
laurianneObeng5972,laurianneObeng5972,NY,East Hampton High School,East Hampton,NY,2.8,2024,Art History,Geology,730,610,28,27,28,27,30,700,700,660,660,740,620,680,660,660,6
madeleineMillford5206,madeleineMillford5206,NY,Saint Anthonys High School,Huntington Station,NY,2.8,2024,Art History,Chemistry,670,710,30,23,24,27,31,650,620,750,710,670,650,600,690,660,2
sarineJim5679,sarineJim5679,NY,Sayville High School,West Sayville,NY,3.0,2024,Chemistry,Music Theory,600,670,27,27,26,26,27,630,580,630,620,640,650,690,600,640,2
metaCaine7884,metaCaine7884,NY,Patchogue Medford High School,Medford,NY,2.1,2024,History,Physics,450,490,16,14,15,20,15,450,440,490,420,400,410,460,450,450,3
tierneyTedder2317,tierneyTedder2317,NY,Huntington High School,Huntington,NY,2.8,2024,Geology,Political Science,610,550,21,21,24,23,26,630,590,550,570,580,520,550,580,580,4
leonelleHamal9443,leonelleHamal9443,NY,Mount Sinai High School,Mount Sinai,NY,3.0,2024,Music Theory,Chemistry,620,660,24,26,23,23,24,650,650,710,690,680,610,690,620,650,6
jeaneFreddie1079,jeaneFreddie1079,NY,Half Hollow Hills High School East,Dix Hills,NY,2.6,2024,Art History,Mathematics,510,540,20,22,19,20,21,530,530,520,550,580,520,480,560,580,9
nessieNaiditch6082,nessieNaiditch6082,NY,Smithtown High School East,Saint James,NY,2.1,2024,Computer Science,Chemistry,440,450,8,19,14,11,17,370,430,470,440,420,430,400,420,460,7
ninnettaHild8408,ninnettaHild8408,NY,Centereach High School,Centereach,NY,3.6,2024,Chemistry,Mathematics,700,760,26,32,25,29,28,690,730,800,720,740,720,640,760,700,3
leylaAmaleta2830,leylaAmaleta2830,NY,Comsewogue High School,Port Jefferson Sta,NY,3.6,2024,Music Theory,Political Science,720,780,33,36,32,30,32,750,800,780,740,780,730,740,760,750,7
amilRosecan4176,amilRosecan4176,NY,Longwood High School,Middle Island,NY,3.5,2024,Political Science,Geology,790,800,31,28,32,32,27,730,800,750,790,760,740,750,740,760,2
shaineStempien2678,shaineStempien2678,NY,Commack High School,Commack,NY,3.3,2024,Chemistry,History,750,740,31,33,31,33,32,760,740,750,750,740,690,770,720,800,6
kimbraPhelips1030,kimbraPhelips1030,NY,West Babylon Senior High School,West Babylon,NY,3.0,2024,Mathematics,Physics,650,640,23,25,26,25,21,630,630,620,640,630,700,660,640,640,8
hindaCam6077,hindaCam6077,NY,Miller Place High School,Miller Place,NY,2.5,2024,Art History,Mathematics,570,540,21,28,20,26,22,550,600,570,620,560,580,510,620,590,1
catrinaMozart4062,catrinaMozart4062,NY,Bellport Senior High School,Brookhaven,NY,2.6,2024,Computer Science,Political Science,620,610,23,24,22,22,26,610,620,640,570,610,590,580,580,590,5
codeeVeronike2990,codeeVeronike2990,NY,West Babylon Senior High School,West Babylon,NY,3.0,2024,Physics,Chemistry,690,780,31,33,30,34,26,770,690,700,710,660,750,710,790,720,3
aledaMatthia5622,aledaMatthia5622,NY,Longwood High School,Middle Island,NY,2.7,2024,Geology,Chemistry,590,580,26,24,19,23,17,590,610,570,570,610,610,620,610,610,2
georgenaCuyler3990,georgenaCuyler3990,NY,Sachem High School North,Lake Ronkonkoma,NY,2.2,2024,Biology,Physics,490,470,20,21,20,23,20,490,430,530,520,480,540,490,530,510,4
rubiaPan8448,rubiaPan8448,NY,Walt Whitman High School,Huntington Station,NY,3.2,2024,Physics,History,770,740,30,29,30,32,29,800,740,780,770,800,770,790,720,760,2
kirbyHeimer7620,kirbyHeimer7620,NY,Bayport Blue Point High School,Bayport,NY,2.3,2024,Art History,Chemistry,460,550,19,19,22,19,19,580,510,510,530,530,560,540,500,530,7
juanaThorwald9239,juanaThorwald9239,NY,West Islip Senior High School,West Islip,NY,2.2,2024,Chemistry,Political Science,510,540,20,18,19,22,16,510,510,500,530,510,530,500,550,550,7
remyMouldon3938,remyMouldon3938,NY,Earl L Vandermeulen High School,Port Jefferson,NY,2.3,2024,Computer Science,Physics,500,540,23,17,20,24,19,560,480,510,520,550,530,530,530,580,2
marielSeamus1740,marielSeamus1740,NY,Shoreham Wading River High School,Shoreham,NY,3.4,2024,Physics,Biology,690,640,26,30,25,25,25,660,730,690,670,650,690,700,700,700,1
silePhylis28,silePhylis28,NY,Cold Spring Harbor High School,Cold Spring Harbor,NY,3.4,2024,Physics,Biology,760,740,35,31,29,32,31,730,770,730,670,800,750,770,760,720,6
ainsleyAmby365,ainsleyAmby365,NY,Southampton High School,Southampton,NY,3.2,2024,History,Computer Science,630,640,35,18,26,24,28,640,660,680,680,630,610,630,620,670,7
verenaOctave4121,verenaOctave4121,NY,Islip High School,Islip,NY,3.2,2024,Music Theory,Political Science,730,710,24,27,30,25,26,620,650,630,700,680,690,640,640,690,6
charisMarquet581,charisMarquet581,NY,Comsewogue High School,Port Jefferson Sta,NY,2.7,2024,Geology,Art History,580,490,21,20,24,21,21,600,630,590,580,590,560,570,520,560,0
carmenJack9670,carmenJack9670,NY,Rocky Point High School,Rocky Point,NY,3.3,2024,Art History,Physics,740,610,32,26,23,28,28,670,670,620,650,630,670,600,680,650,6
daveenObrien1749,daveenObrien1749,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.3,2024,Political Science,Physics,750,720,29,32,35,26,27,690,740,720,800,730,780,710,760,710,0
barrieLambart7732,barrieLambart7732,NY,Riverhead Senior High School,Riverhead,NY,3.1,2024,Chemistry,Music Theory,700,780,33,28,36,34,27,740,750,740,750,770,720,800,740,800,8
madonnaAndra5970,madonnaAndra5970,NY,West Islip Senior High School,West Islip,NY,3.5,2024,Mathematics,Political Science,770,740,30,25,34,32,36,800,730,790,760,770,800,800,790,740,0
shelliKnowling9928,shelliKnowling9928,NY,Hauppauge High School,Hauppauge,NY,2.7,2024,Chemistry,Political Science,610,620,27,22,21,23,22,550,620,650,580,610,560,600,600,640,6
rosalindaBerhley9332,rosalindaBerhley9332,NY,John H Glenn High School,Elwood,NY,3.0,2024,Physics,Geology,740,650,22,28,23,26,25,650,670,670,730,700,650,690,670,680,0
tarrahBoru7313,tarrahBoru7313,NY,Bellport Senior High School,Brookhaven,NY,2.7,2024,History,Art History,630,620,26,16,23,22,26,570,590,540,610,590,570,600,610,580,9
meaganLehet5080,meaganLehet5080,NY,West Babylon Senior High School,West Babylon,NY,3.1,2024,Political Science,Art History,660,700,24,24,25,27,24,620,640,680,690,670,690,650,640,620,4
dawnBoorman8367,dawnBoorman8367,NY,West Islip Senior High School,West Islip,NY,2.1,2024,Mathematics,Chemistry,490,460,18,16,21,17,15,470,440,510,450,500,470,530,470,490,4
sissyMeit5520,sissyMeit5520,NY,Bayport Blue Point High School,Bayport,NY,2.5,2024,History,Physics,520,520,18,20,21,19,24,530,520,510,530,500,570,540,520,500,6
hattyBaptlsta7309,hattyBaptlsta7309,NY,Longwood High School,Middle Island,NY,2.8,2024,Art History,Mathematics,560,670,26,21,24,23,27,570,580,590,580,630,570,570,620,630,9
jeanieLoralee7105,jeanieLoralee7105,NY,Walter G Oconnell Copiague High School,Copiague,NY,3.1,2024,Physics,Art History,680,740,36,28,28,28,33,650,710,700,720,740,690,670,710,720,5
roxanaHolzman5824,roxanaHolzman5824,NY,Miller Place High School,Miller Place,NY,3.5,2024,History,Music Theory,770,790,28,27,33,31,27,740,770,770,800,730,790,750,780,790,9
loellaUdell5467,loellaUdell5467,NY,Mattituck Junior Senior High School,Mattituck,NY,2.9,2024,Mathematics,Biology,660,650,26,26,28,30,29,700,660,690,690,630,610,690,680,580,0
astrixSteele376,astrixSteele376,NY,William Floyd High School,Mastic Beach,NY,2.8,2024,Art History,Mathematics,620,670,25,30,30,25,24,640,620,620,700,700,640,680,680,640,4
beckyBoardman4498,beckyBoardman4498,NY,Ross School,East Hampton,NY,3.1,2024,Geology,Biology,610,630,27,30,22,28,24,670,640,680,630,710,680,690,640,660,7
